artistName,segment
Mariah Carey,Previously Active Listeners
Almighty,Previously Active Listeners
Ken German,Previously Active Listeners
boxboys,Light listeners
Travis Porter,Previously Active Listeners
KAROL G,Previously Active Listeners
Unghetto,Light listeners
DJ Sliink,Previously Active Listeners
Owen River,Light listeners
1kLove,Previously Active Listeners
Lil Loski,Previously Active Listeners
Baka Not Nice,Previously Active Listeners
Migos,Light listeners
Auli'i Cravalho,Previously Active Listeners
Dyl,Light listeners
The Man on Guitar,Previously Active Listeners
KEY!,Previously Active Listeners
Desiigner,Light listeners
ALIGN,Moderate listeners
TEC,Previously Active Listeners
LoneMoon,Moderate listeners
T-Pain,Previously Active Listeners
DRAM,Previously Active Listeners
Super Duper,Light listeners
Azizi Gibson,Light listeners
MadeinTYO,Previously Active Listeners
Sy Ari Da Kid,Light listeners
Friyie,Light listeners
Felix Snow,Light listeners
Just A Gent,Moderate listeners
ItsAMoney,Light listeners
Chevy Woods,Previously Active Listeners
Ray J,Previously Active Listeners
Piano Dreamers,Light listeners
Breadwinna Gdawg,Previously Active Listeners
Yung Booke,Light listeners
BROODS,Light listeners
NLE Choppa,Previously Active Listeners
Fetty Wap,Moderate listeners
SPACE_PANDA,Previously Active Listeners
Vinai Trinateepakdee,Light listeners
Rachel Pierce,Light listeners
24hrs,Previously Active Listeners
WATCH THE DUCK,Previously Active Listeners
Duke Da Beast,Light listeners
Jazz Cartier,Light listeners
A-Trak,Light listeners
Lupe Fiasco,Light listeners
Chance the Rapper,Light listeners
Donell Lewis,Previously Active Listeners
Spock,Light listeners
Nomcebo Zikode,Moderate listeners
1UP,Previously Active Listeners
Oun-P,Light listeners
Pop Smoke,Light listeners
Kirko Bangz,Previously Active Listeners
J.R. Donato,Previously Active Listeners
Cape Lions,Previously Active Listeners
SRFR,Previously Active Listeners
J Perry,Previously Active Listeners
Bard to the Core,Previously Active Listeners
Daniel Jang,Moderate listeners
Piano Project,Previously Active Listeners
Dan Smith,Previously Active Listeners
PnB Rock,Previously Active Listeners
D'african,Previously Active Listeners
Yoste,Light listeners
Ryan Caraveo,Previously Active Listeners
Sig Roy,Previously Active Listeners
William Joseph,Light listeners
ODESZA,Previously Active Listeners
Kap G,Previously Active Listeners
Lud Foe,Previously Active Listeners
Lil Pump,Previously Active Listeners
Money Man,Previously Active Listeners
Brando,Moderate listeners
lovelytheband,Previously Active Listeners
Silky,Light listeners
Shy Glizzy,Previously Active Listeners
6 Dogs,Moderate listeners
Brooklyn Duo,Previously Active Listeners
fifi bisnar,Previously Active Listeners
Sia,Light listeners
David Osborne,Previously Active Listeners
CKay,Light listeners
J. Alston,Previously Active Listeners
Tasji,Moderate listeners
Duumu,Previously Active Listeners
Keywhiz,Previously Active Listeners
Nafe Smallz,Previously Active Listeners
Mary J. Blige,Light listeners
DeeWunn,Previously Active Listeners
michi loves you,Previously Active Listeners
gavn!,Light listeners
StaySolidRocky,Previously Active Listeners
Goyard Park,Light listeners
Too Klean,Previously Active Listeners
Paxquiao,Light listeners
Fireboy DML,Light listeners
Brain Waves Therapy,Previously Active Listeners
Gucci Mane,Previously Active Listeners
Jay Prince,Previously Active Listeners
Rocko,Light listeners
Colicchie,Previously Active Listeners
Y2K,Previously Active Listeners
Jacquees,Light listeners
Notch,Previously Active Listeners
Sonia Ammar,Light listeners
Kyle The Hooligan,Previously Active Listeners
Spence Lee,Light listeners
Isabel LaRosa,Previously Active Listeners
RMR,Moderate listeners
TheHxliday,Previously Active Listeners
Taska Black,Light listeners
Kfir Ochaion,Light listeners
Hoosh,Super Listeners
Joey Trap,Previously Active Listeners
Maxwell,Previously Active Listeners
Ckinz,Previously Active Listeners
Ayo & Teo,Previously Active Listeners
Tamar Braxton,Previously Active Listeners
Trinix,Previously Active Listeners
Steven Moses,Previously Active Listeners
Kranium,Light listeners
Chase Shakur,Light listeners
Don Jazzy,Previously Active Listeners
ION LIL GUT,Previously Active Listeners
Ooyy,Light listeners
Jordan Fisher,Previously Active Listeners
Kelly Rowland,Previously Active Listeners
Blacc Zacc,Previously Active Listeners
Josh Vietti,Previously Active Listeners
Ty Dolla $ign,Previously Active Listeners
Ken Carson,Previously Active Listeners
Macklemore,Previously Active Listeners
FBG Duck,Previously Active Listeners
Tyler Loyal,Previously Active Listeners
Tyla Yaweh,Light listeners
Zuse,Previously Active Listeners
Lenny Kravitz,Light listeners
Britney Spears,Previously Active Listeners
LotusFlower,Light listeners
Iqbal Gumilar,Light listeners
HAUSER,Previously Active Listeners
"Tony ""CD"" Kelly",Previously Active Listeners
Fredo Bang,Previously Active Listeners
Deadskies,Previously Active Listeners
Oli Is MLG,Previously Active Listeners
Luka Sulic,Previously Active Listeners
Sam Austins,Previously Active Listeners
6 strings Guy,Previously Active Listeners
YG,Light listeners
BlauDisS,Previously Active Listeners
Spice,Previously Active Listeners
Mascarade,Previously Active Listeners
Loud Luxury,Moderate listeners
Empire Of The Sun,Previously Active Listeners
Lil Skies,Previously Active Listeners
Maitchhh,Previously Active Listeners
T-Rell,Previously Active Listeners
YFN Lucci,Previously Active Listeners
K1ngsam,Previously Active Listeners
Sick Ppl,Previously Active Listeners
Lukas Graham,Previously Active Listeners
Wiz Khalifa,Light listeners
Chris Richter,Previously Active Listeners
Heze,Previously Active Listeners
Jessie J,Previously Active Listeners
Emo Fruits,Light listeners
Glenn Roth,Light listeners
Kungs,Previously Active Listeners
P-Square,Light listeners
Pardyalone,Light listeners
Zak Downtown,Previously Active Listeners
Shaggy,Previously Active Listeners
Maleek Berry,Light listeners
Møme,Moderate listeners
John Wicks,Previously Active Listeners
Nico & Vinz,Previously Active Listeners
Vandelux,Light listeners
Tobias Rauscher,Moderate listeners
PINES,Moderate listeners
Marshmello,Previously Active Listeners
Paper Lovee,Light listeners
Cook Laflare,Previously Active Listeners
DC The Don,Previously Active Listeners
Sungha Jung,Light listeners
Meadowlark,Previously Active Listeners
M. Lages,Light listeners
Future,Moderate listeners
Jun Sung Ahn,Previously Active Listeners
B.Winters,Previously Active Listeners
Stefflon Don,Previously Active Listeners
Ombre2Choc Nation,Previously Active Listeners
Kelly Valleau,Previously Active Listeners
Flowervillain,Light listeners
Billie Eilish,Previously Active Listeners
paris91,Light listeners
Konshens,Previously Active Listeners
Wayne Wonder,Previously Active Listeners
Miggy Dela Rosa,Previously Active Listeners
Joni Laakkonen,Previously Active Listeners
Quinn XCII,Previously Active Listeners
Kezia Amelia,Light listeners
Huey Mack,Previously Active Listeners
Stereotype,Previously Active Listeners
Percy Keith,Previously Active Listeners
Soca Gold,Previously Active Listeners
Tommy Ice,Previously Active Listeners
NOTION,Light listeners
Murray Elias,Previously Active Listeners
Young Crease,Light listeners
Ayo Jay,Light listeners
Tullis,Light listeners
USHER,Previously Active Listeners
2 Chainz,Previously Active Listeners
Pell,Previously Active Listeners
Yung Pinch,Previously Active Listeners
CashMoneyAP,Previously Active Listeners
Gabriel Avrett,Previously Active Listeners
Pharrell Williams,Light listeners
$tupid Young,Light listeners
Montana of 300,Previously Active Listeners
Blondage,Previously Active Listeners
Cascada,Light listeners
Rich Gang,Previously Active Listeners
Yung Tory,Previously Active Listeners
Chakra Balancing Sound Therapy,Previously Active Listeners
Tom Pasley,Light listeners
Young World,Previously Active Listeners
Lil Mosey,Light listeners
BAYNK,Super Listeners
Sydny August,Moderate listeners
Slowhands,Previously Active Listeners
Yungcudii,Previously Active Listeners
Journey Gz,Previously Active Listeners
The O'Neill Brothers Group,Light listeners
Luca Stricagnoli,Light listeners
mike.,Previously Active Listeners
✦kenji✦,Light listeners
WanMor,Light listeners
T.I.,Previously Active Listeners
Sappheiros,Light listeners
The Chainsmokers,Previously Active Listeners
Aminé,Previously Active Listeners
BL'EVE Brown,Previously Active Listeners
Nevve,Moderate listeners
Dae Dae,Previously Active Listeners
A$AP Ferg,Previously Active Listeners
Ollie,Previously Active Listeners
Side Effect,Light listeners
Andrew Foy,Moderate listeners
Carmen da Silva,Light listeners
Khalid,Super Listeners
Piano Tribute Players,Previously Active Listeners
NVYKO,Previously Active Listeners
Unghetto,Previously Active Listeners
Chrystal,Light listeners
sosocamo,Previously Active Listeners
Macklemore & Ryan Lewis,Previously Active Listeners
Hish,Previously Active Listeners
J-Wright,Light listeners
Black Eyed Peas,Previously Active Listeners
HEX,Light listeners
Cotes,Light listeners
Rexx Life Raj,Previously Active Listeners
Yung Bleu,Previously Active Listeners
Avicii,Previously Active Listeners
Robin Banks,Light listeners
R. Kelly,Previously Active Listeners
Rosie Darling,Previously Active Listeners
Swae Lee,Light listeners
Fixupboy,Light listeners
Don Toliver,Light listeners
Yung Booke,Previously Active Listeners
Tove Lo,Previously Active Listeners
Regard,Previously Active Listeners
Rotimi,Previously Active Listeners
Attom,Previously Active Listeners
6ix9ine,Light listeners
KILLY,Previously Active Listeners
Charly Black,Previously Active Listeners
1 Way Street,Previously Active Listeners
FRVRFRIDAY,Previously Active Listeners
Algal,Previously Active Listeners
COTIS,Moderate listeners
Familiar Folk,Previously Active Listeners
clvr,Previously Active Listeners
Faux Alexanderson,Light listeners
Leonardo Reyes,Previously Active Listeners
Sykomori,Previously Active Listeners
William Van Zandt,Previously Active Listeners
Melo Makes Music,Previously Active Listeners
Zack Gray,Previously Active Listeners
NGHTMRE,Previously Active Listeners
Venny O.,Previously Active Listeners
Bala Ortiz,Previously Active Listeners
Prodi. J,Previously Active Listeners
Disruptive LoFi,Previously Active Listeners
Esmer,Previously Active Listeners
Billy Joel,Previously Active Listeners
SSJ Twiin,Previously Active Listeners
Lime Cordiale,Previously Active Listeners
Billie Eilish,Previously Active Listeners
BUNT.,Light listeners
Feyde,Previously Active Listeners
George Benson,Previously Active Listeners
Flowdan,Previously Active Listeners
21 Lil Harold,Previously Active Listeners
Mura Masa,Previously Active Listeners
Serko,Previously Active Listeners
Thee Sinseers,Previously Active Listeners
Abel Balder,Previously Active Listeners
Lynyrd Skynyrd,Previously Active Listeners
Two Feet,Previously Active Listeners
convolk,Previously Active Listeners
John Martin,Previously Active Listeners
Remi Wolf,Previously Active Listeners
Brahny,Previously Active Listeners
Michael Minelli,Previously Active Listeners
Ester Dean,Light listeners
Sure Sure,Previously Active Listeners
DPR LIVE,Previously Active Listeners
Quinn XCII,Light listeners
Yann Muller,Previously Active Listeners
Keris,Previously Active Listeners
The Neighbourhood,Moderate listeners
Sebastian Ingrosso,Previously Active Listeners
DJ Daddy Trance,Previously Active Listeners
Xavier Weeks,Light listeners
Ozer,Previously Active Listeners
Connor Musarra,Previously Active Listeners
Wes Blanco,Previously Active Listeners
Thomas Rhett,Previously Active Listeners
Act Natural,Previously Active Listeners
HONNE,Previously Active Listeners
JoJo Siwa,Previously Active Listeners
Santigold,Light listeners
Aitch,Previously Active Listeners
CODY JON,Previously Active Listeners
raphael.,Previously Active Listeners
Silver Panda,Light listeners
Cardinal Bloom,Previously Active Listeners
Lythx,Previously Active Listeners
Sammy Virji,Previously Active Listeners
Semisonic,Previously Active Listeners
The Rio Singers,Previously Active Listeners
Ravyn Lenae,Moderate listeners
Tkay Maidza,Light listeners
Young Zio,Previously Active Listeners
NOTION,Light listeners
Kevin Widaya,Previously Active Listeners
Queen,Previously Active Listeners
Ro$ama,Moderate listeners
Roderick Porter,Previously Active Listeners
Alec Wigdahl,Previously Active Listeners
Ella Eyre,Previously Active Listeners
Dubdogz,Previously Active Listeners
raphy,Previously Active Listeners
USHER,Previously Active Listeners
2 Chainz,Moderate listeners
Amy Hayashi-Jones,Previously Active Listeners
Dotty,Previously Active Listeners
Ant Saunders,Light listeners
Callie Hernandez,Moderate listeners
Peach Luffe,Previously Active Listeners
Nezami,Previously Active Listeners
trvs,Previously Active Listeners
Pell,Previously Active Listeners
Tyme Bomb,Previously Active Listeners
Is0kenny,Previously Active Listeners
FrOc,Previously Active Listeners
MAX,Moderate listeners
Mew Suppasit,Previously Active Listeners
extort,Previously Active Listeners
$NOT,Previously Active Listeners
Eli Noir,Previously Active Listeners
Daryl Hall & John Oates,Moderate listeners
Ryan Basdao,Previously Active Listeners
Green Velvet,Previously Active Listeners
AMAG,Previously Active Listeners
warner case,Previously Active Listeners
J. Worra,Previously Active Listeners
River Tiber,Previously Active Listeners
Speed Radio,Previously Active Listeners
Smino,Previously Active Listeners
Two Door Cinema Club,Light listeners
GENESI,Previously Active Listeners
Agatino Romero,Light listeners
Dbangz,Previously Active Listeners
Sean Leon,Previously Active Listeners
Alë Jay,Previously Active Listeners
King Von,Previously Active Listeners
Huncho Jack,Previously Active Listeners
Styrx,Previously Active Listeners
Pharrell Williams,Moderate listeners
Anella,Light listeners
Louis Armstrong,Previously Active Listeners
