"name","lastModifiedDate","items__track","items__episode__episodeName","items__episode__showName","items__episode__episodeUri","items__track__trackName","items__track__artistName","items__track__albumName","items__track__trackUri","items__episode","items__audiobook","items__localTrack__uri","items__localTrack","items__addedDate","description","numberOfFollowers"
"","","","","","","9MM","Butter 08","Butter 08","spotify:track:3W4V2QvwKv5QA4PhTwTKI5","null","null","","null","2022-12-05","",""
"","","","","","","Puffin' Down the Dart","Professor Caveman","Professor Caveman, Vol. 2","spotify:track:1sbVCpqVS9gy8PLaetFF9e","null","null","","null","2022-12-05","",""
"","","","","","","Railing","Glocca Morra","Ghoul Intentions","spotify:track:506vOIVE6QoCPjhcTyZ25L","null","null","","null","2022-12-29","",""
"Sludgefest","2023-10-17","","","","","Aquarian","Sleep","Sleep's Holy Mountain","spotify:track:5AGgUwk4HvMk0iWRK8LnHT","null","null","","null","2022-10-25","null","0"
"","","","","","","Dragonaut","Sleep","Sleep's Holy Mountain","spotify:track:6qLgGLeawKyhMFJ848XtYD","null","null","","null","2022-10-25","",""
"","","","","","","Cheap Vodka","Acid Bath","When the Kite String Pops","spotify:track:1bwsm58CrY1xbTKqpau4NA","null","null","","null","2022-11-07","",""
"","","","","","","Jezebel","Acid Bath","When the Kite String Pops","spotify:track:7s4z66kuJKF5RanB6qfacW","null","null","","null","2022-11-07","",""
"","","","","","","B.Y.O.B.","System Of A Down","Mezmerize","spotify:track:0EYOdF5FCkgOJJla8DI2Md","null","null","","null","2022-11-07","",""
"","","","","","","Rat Salad - 2012 - Remaster","Black Sabbath","Paranoid","spotify:track:2b8xbWvck5yh9vvEogsfqa","null","null","","null","2022-11-07","",""
"","","","","","","Into the Void - 2014 Remaster","Black Sabbath","Master of Reality","spotify:track:3ex9yveBIpssnR6sVvhwiR","null","null","","null","2022-11-07","",""
"","","","","","","Electric Funeral - 2012 - Remaster","Black Sabbath","Paranoid","spotify:track:7As8h8LJTMIritB8QwSmqr","null","null","","null","2022-11-07","",""
"","","","","","","43% Burnt","The Dillinger Escape Plan","Calculating Infinity","spotify:track:3zlaF6d64vPWScaR0hSaqB","null","null","","null","2022-11-12","",""
"","","","","","","Milk Lizard","The Dillinger Escape Plan","Ire Works","spotify:track:4TOZ8TuZQRMEgJjNsgewg2","null","null","","null","2022-11-14","",""
"","","","","","","Lights Out","Car Bomb","Meta","spotify:track:489tmjoF83YOeyCku1KoWO","null","null","","null","2022-11-14","",""
"","","","","","","One Of Us Is The Killer","The Dillinger Escape Plan","One Of Us Is The Killer","spotify:track:3kRf43EgjlDAGt2TQ7M459","null","null","","null","2022-11-14","",""
"","","","","","","I Don't Wanna Be Me","Type O Negative","Life Is Killing Me","spotify:track:4eGHEHqoDMMejzPhRFTc7p","null","null","","null","2022-11-20","",""
"","","","","","","joeybae","sowithout.","septemberthirteenthtwentynineteen.","spotify:track:5Yj9tqaZ1xgO5s9gfIjGHv","null","null","","null","2023-03-01","",""
"","","","","","","The Cincinnati Tilt","Rickshaw Billie's Burger Patrol","Grease Beast","spotify:track:76h5iZhuyxP6JN0sEaVNPy","null","null","","null","2023-03-06","",""
"","","","","","","Tire Me","Rage Against The Machine","Evil Empire","spotify:track:22AYE62irnblz8OMUzz6Qi","null","null","","null","2023-03-24","",""
"","","","","","","Wires","Red Fang","Murder the Mountains (Deluxe Version)","spotify:track:4yl1IpHPuXUV2MjxXy6hZn","null","null","","null","2023-10-17","",""
"Shhhhhh","2022-10-24","","","","","Maple Syrup","The Backseat Lovers","When We Were Friends","spotify:track:4MXE6VCvTsQitHWrAxj7Kg","null","null","","null","2022-10-24","null","0"
"","","","","","","Acolyte","Slaughter Beach, Dog","Birdie","spotify:track:2h0O3uXZW6ClktlgHWGpjy","null","null","","null","2022-10-24","",""
"","","","","","","Cariño","The Marías","Cariño","spotify:track:55DyBUkjebkcYhDGfEXitR","null","null","","null","2022-10-24","",""
"","","","","","","we fell in love in october","girl in red","we fell in love in october / October Passed Me By","spotify:track:6IPwKM3fUUzlElbvKw2sKl","null","null","","null","2022-10-24","",""
"","","","","","","Chateau (Feel Alright)","Djo","Twenty Twenty","spotify:track:3vjs2MDHoF9xhylNg6Y9un","null","null","","null","2022-10-24","",""
"","","","","","","Peace on the Rise","Chad VanGaalen","Diaper Island","spotify:track:06aruatCXeSSrngf67oCjT","null","null","","null","2022-10-24","",""
"","","","","","","More","The Greeting Committee","This Is It","spotify:track:0WVOBPRjZ4AAYjZDAw36mE","null","null","","null","2022-10-24","",""
"","","","","","","i tried","slowthai","TYRON","spotify:track:5SpZDtg5U1W35HNjq1xYrM","null","null","","null","2022-10-24","",""
"","","","","","","Somewhere There's a Someone","Dean Martin","The Essential Dean Martin","spotify:track:11MPqDv9WZhq4Ma6cT2SJV","null","null","","null","2022-10-24","",""
"","","","","","","Watching Him Fade Away","Mac DeMarco","This Old Dog","spotify:track:2QzKAF0y1BQhxwg8N05Uog","null","null","","null","2022-10-24","",""
"","","","","","","So Far Away","Carole King","Tapestry","spotify:track:4HHge4zAyIw3pkrtFzmwCl","null","null","","null","2022-10-24","",""
"","","","","","","Lovers Rock","TV Girl","French Exit","spotify:track:6dBUzqjtbnIa1TwYbyw5CM","null","null","","null","2022-10-24","",""
"","","","","","","104 Degrees","Slaughter Beach, Dog","Motorcycle.jpg","spotify:track:3Zj3UZgeP5fKJV9iO6mt6d","null","null","","null","2022-10-24","",""
"","","","","","","Twin Size Mattress","The Front Bottoms","Talon Of The Hawk","spotify:track:14N3tALR3Mhf7UHpJRKk4L","null","null","","null","2022-10-24","",""
"","","","","","","Bodys","Car Seat Headrest","Twin Fantasy","spotify:track:1Pbs2eCcX9p2onaAvMYvhk","null","null","","null","2022-10-24","",""
"","","","","","","Bound - 2023 Remaster","The Ponderosa Twins Plus One","2+2+1 = (2023 Remaster)","spotify:track:7zye9v6B785eFWEFYs13C2","null","null","","null","2022-10-24","",""
"","","","","","","Heavy","The Backseat Lovers","Heavy","spotify:track:4XMip32XS16zAngezD8bEv","null","null","","null","2022-10-24","",""
"","","","","","","There Is a Light That Never Goes Out - 2011 Remaster","The Smiths","The Queen Is Dead","spotify:track:0WQiDwKJclirSYG9v5tayI","null","null","","null","2022-10-24","",""
"","","","","","","Birds Dont Sing","TV Girl","French Exit","spotify:track:21LkHnuxPxVrOZ5gCaG7aM","null","null","","null","2022-10-24","",""
"","","","","","","At Last","Etta James","At Last!","spotify:track:4Hhv2vrOTy89HFRcjU3QOx","null","null","","null","2022-10-24","",""
"Stuff she might like ","2022-10-21","","","","","i tried","slowthai","TYRON","spotify:track:5SpZDtg5U1W35HNjq1xYrM","null","null","","null","2022-10-12","null","0"
"","","","","","","New Life","Do Nothing","THE EP'S","spotify:track:25zJHn7Fz1E4izein7Y2cQ","null","null","","null","2022-10-04","",""
"","","","","","","Yesterday's World","Circulatory System","Circulatory System","spotify:track:0FYmi1VbvqFz80hqgxguQE","null","null","","null","2022-10-04","",""
"","","","","","","Peace on the Rise","Chad VanGaalen","Diaper Island","spotify:track:06aruatCXeSSrngf67oCjT","null","null","","null","2022-10-12","",""
"","","","","","","Mississippi Swells","Nana Grizol","Ursa Minor","spotify:track:4YM7WVBYpm8WkQwiFjJR5Y","null","null","","null","2022-10-04","",""
"","","","","","","Good Will Hunting","Black Country, New Road","Ants From Up There","spotify:track:0Ppd0oDauQpaQgNvpHzq24","null","null","","null","2022-10-04","",""
"","","","","","","Icon","Finom","Parts","spotify:track:3sMxDrdJEhhJFRqeSMV7nD","null","null","","null","2022-10-04","",""
"","","","","","","I Wish I Knew How It Would Feel to Be Free - Music Keeps Us Young","Billy Taylor","Music Keeps Us Young","spotify:track:5Vx3ClRzuD0vtygpwBiSue","null","null","","null","2022-10-05","",""
"","","","","","","The Single Petal Of A Rose - The Queen's Suite","Duke Ellington","The Ellington Suites","spotify:track:1PoaSCeoBUCPg25k7XTvNN","null","null","","null","2022-10-08","",""
"","","","","","","Catching Smoke","King Gizzard & The Lizard Wizard","Butterfly 3000","spotify:track:4soZjBWp9Xxri3tkdnyEP5","null","null","","null","2022-10-10","",""
"","","","","","","I'll Take You There","The Staple Singers","The Very Best Of The Staple Singers","spotify:track:5YLnfy7R2kueN0BRPkjiEG","null","null","","null","2022-10-10","",""
"","","","","","","Sappho","Frankie Cosmos","Next Thing","spotify:track:5DIGt883aHs3KqWSziy4gR","null","null","","null","2022-10-15","",""
"","","","","","","Strange Overtones","David Byrne","Everything That Happens Will Happen Today","spotify:track:2PN5NyKKkEHU578xgfVzc3","null","null","","null","2022-10-16","",""
"","","","","","","Twist","Naked Giants","R.I.P.","spotify:track:3TdQKQ7ouZCiodSphA9SRr","null","null","","null","2022-10-21","",""
"","","","","","","Here We Go Jack","Vulfmon","Here We Go Jack","spotify:track:56nVH2zlBsjQxCbd14s9dA","null","null","","null","2022-10-21","",""
"Music comp","2022-08-29","","","","","Symphony No. 5: 1. Trauermarsch (In gemessenem Schritt. Streng. Wie ein Kondukt) [Symphony No.5 in C sharp minor / Part 1]","Gustav Mahler","Mahler: Symphony No.5","spotify:track:2McwRJ1l1hi1E8RJh0vFRS","null","null","","null","2022-08-29","null","0"
"","","","","","","Préludes / Book 1, L. 117: II. Voiles","Claude Debussy","Debussy: Piano Works","spotify:track:79u6jB48RTQM6AwuxEie3j","null","null","","null","2022-08-29","",""
"","","","","","","Fugue 2 in C Minor, BWV 847","Johann Sebastian Bach","Bach: Well​-​Tempered Clavier, Book 1, 1-24 (BWV 846-857)","spotify:track:3jJwps1H0ofH8eAtYxU7Zi","null","null","","null","2022-08-29","",""
"","","","","","","Violin Concerto No. 2, Sz. 112: I. Allegro non troppo","Béla Bartók","Bartók: Violin Concerto No. 2","spotify:track:7eh7wAcsMiQYBzm4XKyVy1","null","null","","null","2022-08-29","",""
"","","","","","","Violin Concerto No. 2, Sz. 112: II. Andante tranquillo","Béla Bartók","Bartók: Violin Concerto No. 2","spotify:track:2hNkxT0vOevKyZBWSsYCv6","null","null","","null","2022-08-29","",""
"","","","","","","Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai","Ludwig van Beethoven","Beethoven: Piano Sonatas Nos. 23 & 12","spotify:track:2ZEL7KaUHOG9D3CDEn5WIq","null","null","","null","2022-08-29","",""
"","","","","","","Scherzo No. 2 in B Flat Minor, Op. 31","Frédéric Chopin","Chopin: Scherzos Nos. 1-4","spotify:track:3rUEwqRpHvXwJecJhs4e9S","null","null","","null","2022-08-29","",""
"","","","","","","Nocturne Op.15 No.1","Frédéric Chopin","Frédéric Chopin Celestial Night","spotify:track:7wXD30fVovcXJfqbwwYyta","null","null","","null","2022-08-29","",""
"","","","","","","Twelve Poems of Emily Dickinson: 4. The world feels dusty","Aaron Copland","American Songs","spotify:track:1yZ6Id4lwXaU5v1K4u8OfN","null","null","","null","2022-08-29","",""
"","","","","","","Préludes / Book 1, L.117: 8. La fille aux cheveux de lin","Claude Debussy","Debussy: Préludes Books 1 & 2","spotify:track:2c1k3zB8f6JCoruGOqjF4e","null","null","","null","2022-08-29","",""
"","","","","","","Deux Arabesques, CD. 74: I. Andantino con moto","Claude Debussy","Debussy: Arabesque No. 1","spotify:track:2oak57hNkCV3GzbGC1LVH6","null","null","","null","2022-08-29","",""
"","","","","","","Piano Concerto No. 2 in B Minor, Op. 42: I. Allegro","Ernst von Dohnányi","Dohnányi: Piano Concertos Nos. 1 & 2","spotify:track:3n9OcByeunBe2PmfU7KZi1","null","null","","null","2022-08-29","",""
"","","","","","","Peer Gynt Suite No. 1, Op. 46: I. Morning Mood","Edvard Grieg","Grieg: Peer Gynt Suites / Sibelius: Valse triste","spotify:track:0awWxz7WRKdSpU9RVZ5PVK","null","null","","null","2022-08-29","",""
"","","","","","","""Oh, quand je dors"" S 282","Franz Liszt","Liszt / Schumann: While I dream","spotify:track:6Ji3N85FsI5ii4zksN85mo","null","null","","null","2022-08-29","",""
"","","","","","","Consolation No. 2 in E Major, S. 172/2","Franz Liszt","Horowitz Plays Liszt","spotify:track:1EwvP4mPzurPA5axgvUoM6","null","null","","null","2022-08-29","",""
"","","","","","","To Helen","Bruce Campbell","Classic Movie Romance","spotify:track:5KGyVd7eNLWS4ffbiCDUlj","null","null","","null","2022-08-29","",""
"","","","","","","Piano Concerto No. 2 in C Minor, Op. 50: III. Divertimento: Allegro risoluto e molto vivace","Nikolai Medtner","MEDTNER: Piano Concerto No. 2 / Piano Quintet","spotify:track:4bCYpV0UFFF5p0u8MqOPuP","null","null","","null","2022-08-29","",""
"","","","","","","Romeo and Juliet Suite: Montagues and Capulets","Sergei Prokofiev","Prokofiev: Suite from Romeo & Juliet (Live)","spotify:track:5UbKh5BlL3w6YsBpMOiqO1","null","null","","null","2022-08-29","",""
"","","","","","","Symphony No. 7 in C-Sharp Minor, Op. 131: I. Moderato","Sergei Prokofiev","Prokofiev: Symphony No. 7 & Sinfonetta","spotify:track:7qLaGUOyXqtceb8VydGu2z","null","null","","null","2022-08-29","",""
"","","","","","","Sonata for Flute and Piano in D Major, Op. 94: I. Moderato","Sergei Prokofiev","Prokofiev & Franck: Sonatas for Flute and Piano","spotify:track:20unVXXW8cGSodov9QmRjJ","null","null","","null","2022-08-29","",""
"Jazz","2023-02-27","","","","","Just Friends","Sonny Stitt","Verve Jazz Masters 50: Sonny Stitt","spotify:track:46Ly9vrdCsuXBMtTSOhDkj","null","null","","null","2022-08-05","null","0"
"","","","","","","A Beautiful Friendship","Alexis Cole","A Beautiful Friendship","spotify:track:5Qjl7NUBECtejR5VCfGMgK","null","null","","null","2022-08-05","",""
"","","","","","","The Nearness Of You - Instrumental","George Van Eps","Hand-Crafted Swing","spotify:track:118oSpIpxvMlnpeX2TOiKr","null","null","","null","2022-08-05","",""
"","","","","","","A Night In Tunisia","Dizzy Gillespie","Birks Works: The Verve Big-Band Sessions","spotify:track:5fxJzPPvuvdhHypgme9cVX","null","null","","null","2022-08-05","",""
"","","","","","","Bye Bye Blackbird (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)","Miles Davis","'Round About Midnight","spotify:track:3ujbZ2FGIoTQG3v07tmV2D","null","null","","null","2022-08-05","",""
"","","","","","","Long, Long Summer","Dizzy Gillespie","Dizzy On The French Riviera","spotify:track:6laJsCIuUyEk0XUw3tgs6h","null","null","","null","2022-08-05","",""
"","","","","","","Incantation","Dizzy Gillespie","Free Ride","spotify:track:6XDYrsqJsaaS3q5K42FnPk","null","null","","null","2022-08-05","",""
"","","","","","","Walk On The Wild Side","Dizzy Gillespie","Talkin' Verve","spotify:track:2f7vnETYXqWYBJNfa3zkYj","null","null","","null","2022-08-05","",""
"","","","","","","The Shoes of the Fisherman's Wife Are Some Jive Ass Slippers","Charles Mingus","Let My Children Hear Music","spotify:track:3fcKZiegoVsBmVuGkyvcWv","null","null","","null","2022-08-05","",""
"","","","","","","Don't Know Why","Norah Jones","Come Away With Me","spotify:track:1zNXF2svmdlNxfS5XeNUgr","null","null","","null","2022-08-15","",""
"","","","","","","Hobo Ho","Charles Mingus","Let My Children Hear Music","spotify:track:5fInt2cbMlgmizIDhIoqR7","null","null","","null","2022-08-27","",""
"","","","","","","Hoe Down","Oliver Nelson","The Blues And The Abstract Truth","spotify:track:3k7MPapSDy9kSWuhvXxP3c","null","null","","null","2022-08-29","",""
"","","","","","","OH! TENGO SUERTE","Masayoshi Takanaka","SEYCHELLES","spotify:track:7E4qUlNYocWix5FKBdw5CN","null","null","","null","2022-09-19","",""
"","","","","","","Having At It - The Goutelas Suite","Duke Ellington","The Ellington Suites","spotify:track:01EBm8wppD2TX401ecJEEx","null","null","","null","2022-09-20","",""
"","","","","","","Sunset And The Mocking Bird - The Queen's Suite","Duke Ellington","The Ellington Suites","spotify:track:67BBamyXyAaWjHtJwEBPDa","null","null","","null","2022-09-21","",""
"","","","","","","Moanin'","Art Blakey & The Jazz Messengers","Moanin'","spotify:track:4Vkk3iD1VrENHJEACNddvt","null","null","","null","2022-12-07","",""
"","","","","","","Jamie","Donald Byrd","Ethiopian Knights","spotify:track:1rp9edo80ULMdwXkZt0TX5","null","null","","null","2023-02-27","",""
"Basement shows","2022-08-11","","","","","Border Line","King Krule","6 Feet Beneath the Moon","spotify:track:04CwADpo37TwnwqQLskoo5","null","null","","null","2022-07-24","null","0"
"","","","","","","Crash Test Rating","Remo Drive","Greatest Hits","spotify:track:1RIgnPLmupN5JRcncTDUTO","null","null","","null","2022-07-24","",""
"","","","","","","Heat Wave","Snail Mail","Lush","spotify:track:7B0uWqVjMySfDKhtZghBkO","null","null","","null","2022-07-24","",""
"","","","","","","Shadow People","Dr. Dog","Shame, Shame","spotify:track:209g8XrYu3ov4Wt4bRk2Yw","null","null","","null","2022-07-24","",""
"","","","","","","Super Rich Kids","Frank Ocean","channel ORANGE","spotify:track:0725YWm6Z0TpZ6wrNk64Eb","null","null","","null","2022-07-24","",""
"","","","","","","War Pigs / Luke's Wall - 2012 - Remaster","Black Sabbath","Paranoid","spotify:track:2rd9ETlulTbz6BYZcdvIE1","null","null","","null","2022-07-24","",""
"","","","","","","Wasp / Behind the Wall of Sleep / Bassically / N.I.B. - 2014 Remaster","Black Sabbath","Black Sabbath","spotify:track:4hx9RvP93j79EJLAiyJQoI","null","null","","null","2022-07-24","",""
"","","","","","","Bodys","Car Seat Headrest","Twin Fantasy","spotify:track:1Pbs2eCcX9p2onaAvMYvhk","null","null","","null","2022-07-24","",""
"","","","","","","Teddy Picker","Arctic Monkeys","Favourite Worst Nightmare","spotify:track:4OkPamOn5GofkOQu64Z4eR","null","null","","null","2022-08-01","",""
"","","","","","","Avant Gardener","Courtney Barnett","The Double EP: A Sea of Split Peas","spotify:track:3LueS3mbuB1yaJNN0Ale6U","null","null","","null","2022-08-09","",""
"","","","","","","I Can't Stand It","The Velvet Underground","VU","spotify:track:2U7ZghsBnEc4BYTGbZor4L","null","null","","null","2022-08-11","",""
